rcid,session,vote,ccode
4269,55,1,51
4269,55,1,439
4269,55,2,501
4269,55,9,860
4270,55,2,359
4270,55,3,380
4270,55,1,434
4270,55,8,436
4271,55,1,339
4271,55,1,373
4271,55,1,403
4271,55,2,955
4272,55,1,990
4273,55,1,420
4273,55,8,436
4273,55,9,511
4274,55,2,221
4274,55,2,325
4274,55,2,344
4274,55,1,600
4274,55,1,710
4275,55,2,135
4275,55,3,235
4275,55,9,265
4275,55,3,359
4275,55,1,451
4275,55,1,483
4275,55,8,520
4276,55,1,92
4276,55,2,135
4276,55,1,370
4276,55,3,375
4276,55,9,626
4277,55,3,305
4277,55,3,349
4277,55,1,434
4277,55,3,666
4277,55,1,835
4277,55,3,983
4278,55,3,20
4278,55,1,500
4279,55,1,210
4279,55,1,345
4279,55,1,385
4279,55,8,481
4280,55,1,290
4280,55,2,370
4281,55,1,210
4281,55,2,434
4281,55,3,710
4281,55,1,900
4282,55,8,679
4282,55,2,800
4282,55,2,830
4283,55,1,55
4283,55,1,93
4283,55,1,350
4283,55,1,359
4283,55,1,402
4283,55,8,403
4283,55,1,483
4283,55,1,565
4283,55,1,775
4283,55,1,800
4284,55,1,130
4284,55,1,435
4285,55,1,365
4285,55,1,438
4285,55,1,690
4285,55,1,790
4286,55,1,91
4286,55,1,372
4286,55,1,452
4286,55,1,615
4286,55,1,920
4286,55,1,970
4287,55,1,652
4287,55,1,935
4288,55,1,700
4288,55,1,703
4288,55,1,910
4289,55,2,367
4289,55,2,530
4289,55,8,946
4290,55,1,40
4290,55,1,212
4290,55,8,450
4290,55,1,811
4290,55,8,947
4291,55,1,580
4291,55,1,679
4292,55,1,165
4292,55,1,600
4293,55,1,145
4293,55,1,781
4294,55,1,211
4294,55,1,811
4295,55,1,94
4295,55,1,110
4295,55,1,551
4295,55,1,771
4295,55,8,986
4296,55,2,338
4296,55,2,359
4296,55,2,987
4297,55,9,265
4297,55,1,390
4297,55,1,433
4297,55,1,475
4297,55,2,666
4298,55,1,572
4298,55,1,750
4299,55,1,140
4299,55,2,344
4299,55,2,372
4299,55,2,375
4299,55,8,482
4299,55,1,551
4299,55,8,645
4300,55,1,55
4300,55,1,160
4300,55,1,698
4301,55,1,679
4301,55,1,700
4301,55,1,920
4302,55,1,310
4302,55,8,436
4302,55,8,591
4303,55,8,471
4303,55,1,830
4304,55,1,52
4304,55,1,55
4304,55,8,115
4304,55,8,490
4304,55,1,750
4304,55,1,900
4304,55,8,955
4305,56,8,54
4305,56,9,265
4305,56,1,371
4305,56,8,920
4305,56,8,950
4306,56,1,531
4307,56,8,92
4307,56,1,380
4308,56,2,205
4308,56,2,235
4308,56,2,368
4308,56,8,490
4308,56,1,679
4308,56,1,696
4308,56,1,816
4309,56,3,360
4309,56,1,433
4309,56,1,571
4309,56,1,660
4310,56,9,315
4310,56,1,840
4311,56,1,352
4311,56,1,565
4312,56,2,316
4313,56,2,339
4315,56,1,255
4315,56,1,365
4315,56,1,370
4315,56,1,438
4315,56,1,590
4315,56,1,740
4316,56,3,221
4316,56,1,290
4316,56,1,360
4316,56,1,663
4316,56,8,702
4317,56,1,620
4318,56,1,355
4318,56,1,366
4318,56,1,390
4318,56,8,403
4319,56,1,255
4319,56,1,435
4319,56,8,483
4319,56,1,816
4320,56,1,53
4321,56,8,57
4322,56,1,51
4322,56,2,705
4322,56,1,920
4323,56,1,101
4323,56,3,221
4323,56,2,373
4323,56,8,450
4323,56,3,640
4323,56,1,679
4323,56,1,696
4324,56,3,385
4324,56,1,615
4324,56,9,680
4325,56,1,53
4325,56,1,130
4325,56,1,461
4325,56,8,490
4325,56,2,530
4325,56,1,940
4326,56,1,42
4326,56,3,666
4327,56,1,101
4327,56,2,221
4327,56,8,339
4327,56,1,510
4327,56,8,520
4327,56,1,615
4328,56,1,53
4328,56,2,368
4328,56,1,698
4328,56,8,704
4328,56,8,760
4328,56,1,800
4328,56,2,935
4329,56,2,205
4329,56,2,368
4329,56,1,370
4329,56,1,522
4330,56,8,701
4331,56,1,325
4331,56,1,461
4332,56,1,551
4332,56,1,572
4332,56,1,775
4332,56,8,987
4333,56,1,58
4333,56,1,770
4333,56,1,840
4334,56,1,31
4334,56,8,54
4334,56,8,404
4334,56,8,700
4334,56,1,731
4335,56,1,484
4335,56,1,572
4335,56,1,625
4335,56,1,692
4337,56,3,2
4337,56,1,710
4338,56,1,155
4338,56,1,365
4338,56,1,481
4340,56,1,600
4340,56,1,731
4340,56,1,910
4341,56,1,580
4341,56,1,920
4341,56,8,990
4342,56,8,31
4342,56,1,70
4342,56,1,255
4342,56,1,371
4342,56,8,450
4342,56,8,471
4342,56,8,501
4342,56,1,663
4342,56,1,732
4342,56,1,840
4343,56,1,145
4343,56,1,220
4343,56,1,232
4343,56,9,265
4343,56,1,359
4343,56,1,371
4343,56,8,450
4343,56,1,451
4343,56,1,830
4343,56,8,935
4344,56,1,365
4344,56,1,475
4344,56,1,481
4344,56,1,484
4345,56,1,55
4345,56,1,560
4346,56,1,51
4346,56,2,344
4346,56,1,402
4346,56,1,731
4346,56,1,760
4346,56,1,790
4346,56,1,835
4347,56,1,42
4347,56,1,232
4348,56,1,135
4348,56,1,369
4348,56,1,395
4348,56,1,481
4348,56,1,600
4349,56,1,317
4350,56,1,211
4350,56,1,349
4350,56,1,395
4350,56,1,500
4350,56,1,517
4350,56,1,694
4350,56,1,712
4350,56,1,750
4350,56,1,820
4351,56,1,91
4351,56,1,820
4351,56,1,840
4351,56,3,983
4352,56,1,670
4353,56,2,221
4353,56,2,338
4353,56,1,615
4353,56,1,731
4354,56,8,450
4354,56,1,475
4354,56,1,580
4354,56,1,581
4355,56,2,165
4355,56,1,501
4355,56,1,551
4355,56,1,625
4355,56,9,680
4356,56,9,315
4357,56,1,20
4357,56,1,310
4357,56,1,316
4357,56,1,367
4357,56,1,850
4358,56,1,235
4358,56,1,433
4358,56,8,552
4358,56,1,712
4359,56,2,223
4359,56,1,369
4359,56,2,983
4360,56,3,395
4360,56,8,482
4360,56,1,580
4360,56,1,710
4360,56,1,731
4361,56,1,223
4361,56,2,343
4361,56,2,475
4361,56,1,970
4362,56,1,317
4362,56,1,325
4362,56,2,540
4363,56,1,53
4363,56,8,704
4364,56,3,600
4364,56,3,625
4364,56,3,820
4365,56,2,290
4366,56,1,344
4366,56,8,517
4367,56,1,210
4367,56,1,349
4368,56,1,90
4368,56,1,140
4368,56,1,230
4368,56,1,402
4368,56,1,600
4369,56,1,373
4369,56,8,571
4370,56,1,31
4370,56,8,52
4370,56,8,58
4370,56,8,553
4370,56,8,950
4371,56,8,343
4371,56,1,710
4371,56,8,947
4372,57,1,439
4372,57,1,475
4372,57,1,591
4372,57,1,775
4373,57,9,265
4373,57,1,349
4374,57,8,482
4374,57,1,616
4374,57,8,645
4374,57,1,679
4375,57,1,42
4375,57,8,94
4375,57,1,380
4375,57,1,775
4376,57,2,165
4376,57,3,230
4376,57,1,435
4376,57,8,645
4376,57,2,704
4376,57,9,713
4377,57,8,552
4377,57,1,581
4377,57,1,600
4378,57,1,91
4378,57,1,223
4378,57,1,701
4378,57,8,946
4379,57,3,2
4379,57,8,54
4380,57,1,53
4380,57,9,315
4380,57,1,510
4380,57,8,565
4380,57,1,692
4380,57,1,702
4381,57,1,91
4381,57,1,437
4382,57,2,317
4382,57,1,439
4382,57,8,700
4382,57,1,800
4383,57,1,40
4383,57,1,390
4383,57,1,451
4383,57,1,955
4384,57,1,110
4384,57,1,522
4384,57,1,615
4384,57,1,679
4384,57,1,940
4385,57,1,145
4385,57,1,310
4385,57,1,339
4385,57,1,439
4385,57,8,483
4385,57,1,484
4385,57,1,625
4385,57,1,630
4386,57,2,310
4387,57,1,155
4387,57,1,910
4388,57,1,56
4388,57,1,420
4388,57,8,482
4388,57,1,531
4388,57,1,694
4389,57,1,350
4389,57,1,371
4389,57,9,680
4391,57,1,94
4391,57,1,145
4391,57,1,346
4391,57,1,420
4391,57,2,710
4392,57,1,80
4392,57,3,316
4392,57,1,571
4392,57,1,800
4393,57,8,482
4393,57,1,540
4393,57,1,950
4394,57,1,42
4394,57,2,359
4394,57,3,395
4394,57,9,626
4395,57,3,395
4395,57,1,516
4396,57,1,70
4396,57,1,390
4396,57,8,450
4396,57,1,652
4396,57,1,660
4397,57,1,223
4397,57,1,380
4397,57,1,703
4397,57,8,947
4398,57,8,54
4398,57,9,315
4398,57,1,560
4398,57,1,790
4399,57,1,95
4400,57,1,344
4400,57,1,581
4400,57,1,663
4400,57,9,680
4400,57,1,816
4401,57,1,349
4401,57,8,450
4401,57,1,694
4402,57,1,370
4402,57,1,433
4402,57,8,860
4403,57,1,52
4403,57,8,90
4403,57,1,101
4403,57,2,372
4403,57,1,703
4404,57,1,211
4404,57,1,670
4404,57,8,955
4405,57,1,53
4405,57,1,150
4405,57,1,310
4405,57,8,404
4405,57,8,703
4406,57,1,31
4406,57,1,471
4406,57,1,591
4407,57,1,160
4407,57,1,355
4407,57,1,366
4407,57,8,481
4408,57,1,630
4408,57,1,640
4408,57,1,660
4408,57,8,702
4409,57,1,540
4409,57,8,581
4409,57,8,700
4409,57,1,771
4410,57,1,155
4410,57,2,360
4411,57,1,165
4411,57,1,812
4412,57,1,91
4412,57,1,101
4413,57,1,205
4413,57,1,220
4413,57,8,451
4413,57,1,475
4413,57,1,652
4414,57,1,53
4414,57,1,212
4414,57,1,370
4414,57,1,732
4414,57,1,740
4415,57,1,70
4415,57,1,210
4415,57,1,343
4415,57,1,820
4416,57,1,91
4416,57,1,712
4417,57,2,210
4417,57,2,331
4417,57,1,553
4417,57,8,701
4418,57,1,160
4418,57,1,816
4419,57,1,95
4419,57,1,352
4420,57,1,55
4420,57,8,475
4420,57,8,712
4420,57,8,860
4421,57,1,640
4421,57,9,680
4421,57,1,920
4422,57,8,60
4422,57,1,434
4422,57,1,520
4422,57,1,620
4422,57,1,781
4423,57,2,91
4423,57,8,482
4423,57,9,511
4423,57,2,900
4424,57,1,540
4424,57,1,780
4425,57,1,435
4425,57,1,452
4426,57,3,380
4426,57,1,771
4427,57,1,56
4427,57,1,70
4427,57,1,360
4427,57,1,390
4427,57,1,481
4427,57,1,500
4427,57,1,670
4427,57,1,690
4428,57,8,436
4428,57,1,540
4428,57,2,900
4429,57,2,90
4429,57,3,210
4430,57,1,790
4431,57,1,140
4431,57,1,350
4432,57,3,220
4432,57,3,355
4432,57,1,365
4432,57,2,950
4433,57,3,390
4433,57,1,432
4434,57,3,338
4434,57,8,450
4434,57,1,551
4434,57,1,630
4435,57,1,420
4435,57,1,670
4436,57,8,404
4436,57,1,540
4436,57,1,705
4437,57,1,522
4437,57,1,531
4437,57,1,840
4437,57,2,950
4438,57,8,450
4438,57,1,630
4439,57,1,350
4441,57,2,651
4442,57,1,385
4442,57,1,433
4443,57,1,160
4443,57,1,368
4443,57,1,402
4443,57,1,516
4443,57,8,701
4444,57,1,316
4444,57,1,770
4445,58,2,343
4445,58,2,395
4445,58,8,935
4446,58,1,830
4447,58,1,20
4447,58,1,670
4448,58,1,432
4448,58,8,483
4449,58,1,145
4449,58,8,560
4449,58,1,652
4449,58,1,710
4449,58,1,816
4449,58,3,920
4450,58,1,20
4450,58,8,411
4450,58,1,435
4450,58,8,483
4451,58,1,343
4451,58,8,420
4451,58,8,450
4451,58,1,679
4452,58,1,150
4452,58,8,760
4452,58,1,970
4453,58,1,135
4453,58,1,210
4453,58,1,225
4453,58,1,910
4453,58,1,970
4455,58,1,93
4455,58,2,436
4455,58,2,616
4455,58,9,713
4456,58,9,265
4457,58,1,365
4457,58,1,368
4457,58,1,380
4457,58,1,437
4457,58,3,660
4458,58,3,338
4459,58,1,70
4459,58,1,531
4459,58,8,645
4460,58,1,165
4460,58,2,371
4460,58,1,500
4461,58,3,325
4461,58,1,500
4461,58,8,935
4461,58,8,946
4462,58,1,212
4462,58,1,651
4463,58,1,110
4463,58,1,200
4463,58,1,349
4463,58,1,481
4464,58,1,368
4464,58,1,370
4464,58,1,404
4464,58,1,705
4464,58,1,816
4464,58,1,910
4465,58,1,616
4465,58,9,680
4466,58,1,437
4466,58,1,475
4466,58,8,572
4466,58,1,835
4467,58,8,52
4467,58,1,500
4467,58,1,600
4467,58,1,780
4467,58,1,812
4468,58,1,40
4468,58,1,58
4468,58,1,90
4468,58,1,352
4468,58,1,372
4468,58,8,403
4468,58,1,770
4469,58,1,437
4470,58,1,51
4470,58,1,56
4470,58,1,580
4470,58,9,626
4471,58,1,145
4471,58,3,220
4471,58,9,265
4471,58,2,305
4472,58,1,55
4472,58,1,690
4473,58,1,211
4473,58,1,366
4473,58,1,501
4473,58,1,530
4473,58,1,620
4474,58,2,135
4474,58,1,140
4474,58,2,235
4474,58,1,690
4474,58,9,713
4475,58,1,54
4475,58,1,811
4476,58,1,339
4476,58,1,437
4477,58,1,56
4477,58,8,483
4478,58,1,433
4478,58,8,500
4478,58,1,565
4478,58,1,775
4479,58,8,500
4479,58,1,571
4479,58,1,615
4479,58,1,679
4479,58,1,970
4480,58,1,290
4480,58,1,345
4480,58,1,437
4480,58,2,517
4480,58,1,565
4480,58,1,620
4480,58,1,625
4481,58,1,331
4481,58,1,750
4482,58,1,40
4482,58,1,70
4482,58,1,343
4482,58,1,367
4482,58,1,439
4482,58,1,481
4482,58,1,600
4482,58,1,625
4482,58,1,710
4482,58,1,781
4483,58,1,94
4483,58,1,990
4484,58,2,92
4484,58,1,552
4485,58,1,145
4485,58,1,155
4485,58,8,816
4486,58,9,315
4487,58,1,350
4487,58,1,541
4487,58,9,626
4487,58,1,692
4488,58,2,471
4488,58,1,850
4489,58,1,57
4489,58,1,223
4489,58,1,432
4489,58,1,436
4489,58,8,520
4490,58,8,60
4490,58,1,220
4490,58,1,360
4490,58,1,365
4490,58,1,475
4490,58,1,510
4490,58,9,626
4490,58,1,663
4490,58,2,986
4491,58,1,225
4491,58,1,432
4491,58,1,435
4491,58,8,451
4491,58,9,626
4491,58,1,705
4492,58,1,51
4492,58,1,56
4492,58,3,343
4492,58,1,432
4492,58,1,438
4492,58,1,530
4492,58,1,541
4492,58,1,700
4492,58,2,704
4493,58,1,437
4493,58,1,482
4493,58,9,511
4493,58,2,666
4494,58,1,145
4494,58,9,265
4494,58,1,373
4494,58,9,511
4494,58,1,860
4495,58,1,42
4495,58,1,210
4495,58,9,511
4495,58,1,820
4496,58,1,531
4497,58,3,310
4497,58,3,366
4497,58,1,434
4497,58,1,910
4499,58,1,390
4499,58,1,690
4499,58,1,702
4500,58,1,581
4500,58,1,616
4501,58,1,101
4501,58,2,225
4501,58,1,517
4502,58,2,95
4502,58,3,305
4502,58,3,345
4502,58,1,433
4502,58,1,438
4502,58,8,946
4502,58,3,987
4503,58,1,94
4503,58,1,530
4504,58,1,53
4504,58,1,57
4504,58,1,343
4504,58,9,713
4504,58,8,731
4505,58,2,210
4505,58,2,339
4505,58,1,811
4506,58,1,135
4506,58,3,346
4506,58,1,541
4507,58,8,54
4507,58,1,223
4507,58,1,385
4507,58,8,490
4507,58,1,551
4507,58,1,616
4507,58,9,680
4507,58,1,704
4507,58,1,781
4508,58,1,145
4508,58,3,349
4508,58,1,620
4508,58,1,702
4508,58,1,780
4508,58,8,947
4509,58,1,55
4509,58,1,436
4510,58,1,375
4510,58,9,626
4511,58,9,265
4511,58,2,344
4511,58,1,420
4511,58,1,435
4511,58,1,660
4511,58,2,740
4512,58,1,365
4512,58,1,560
4512,58,1,712
4512,58,1,820
4513,58,8,54
4513,58,2,92
4513,58,1,100
4513,58,1,130
4513,58,1,211
4513,58,1,560
4513,58,3,983
4514,58,3,666
4514,58,1,780
4514,58,1,800
4515,58,1,80
4515,58,1,570
4515,58,8,935
4515,58,1,950
4515,58,2,955
4515,58,3,986
4516,58,1,93
4516,58,1,522
4516,58,1,625
4517,58,2,232
4517,58,2,360
4517,58,1,435
4517,58,1,790
4518,58,1,317
4518,58,8,438
4518,58,8,481
4518,58,8,517
4518,58,8,670
4518,58,8,987
4519,58,1,221
4519,58,1,565
4519,58,1,850
4520,58,1,436
4521,59,8,145
4521,59,1,345
4521,59,8,645
4521,59,8,840
4522,59,3,40
4522,59,1,645
4522,59,2,666
4522,59,2,781
4522,59,1,990
4523,59,3,2
4523,59,1,367
4524,59,1,40
4524,59,1,145
4524,59,2,365
4524,59,9,511
4524,59,8,530
4524,59,1,812
4525,59,1,317
4525,59,1,581
4525,59,1,615
4525,59,3,666
4525,59,1,698
4525,59,1,750
4525,59,1,800
4525,59,1,830
4526,59,8,91
4526,59,1,385
4526,59,1,790
4527,59,2,40
4527,59,2,571
4527,59,2,850
4528,59,1,349
4528,59,9,713
4528,59,3,770
4528,59,3,820
4529,59,2,31
4529,59,8,935
4530,59,1,94
4531,59,1,155
4531,59,1,438
4531,59,1,560
4531,59,1,698
4532,59,1,365
4532,59,1,373
4533,59,1,90
4533,59,1,211
4533,59,1,212
4533,59,1,225
4533,59,1,230
4533,59,1,352
4533,59,1,501
4534,59,1,115
4534,59,1,220
4534,59,1,692
4534,59,1,987
4535,59,1,235
4535,59,1,451
4535,59,9,680
4535,59,1,790
4535,59,1,983
4536,59,1,100
4536,59,3,368
4536,59,1,750
4537,59,1,616
4537,59,3,986
4538,59,3,345
4538,59,1,522
4538,59,9,626
4539,59,1,91
4539,59,1,359
4539,59,8,484
4539,59,1,501
4539,59,1,552
4539,59,1,570
4539,59,1,812
4540,59,1,40
4540,59,3,290
4540,59,3,317
4540,59,1,438
4540,59,9,626
4541,59,1,93
4541,59,1,130
4541,59,3,210
4541,59,1,780
4542,59,1,54
4542,59,1,94
4542,59,1,781
4543,59,3,211
4543,59,3,360
4544,59,3,2
4544,59,1,94
4544,59,1,115
4544,59,1,620
4544,59,1,670
4545,59,1,52
4545,59,2,346
4546,59,1,346
4546,59,1,366
4546,59,1,471
4546,59,1,591
4546,59,1,731
4546,59,1,910
4547,59,1,145
4547,59,9,265
4547,59,1,551
4547,59,1,740
4548,59,1,57
4548,59,8,60
4548,59,2,211
4548,59,2,235
4548,59,8,522
4548,59,1,530
4548,59,2,780
4549,59,2,210
4550,59,1,471
4551,59,1,42
4551,59,1,110
4551,59,1,355
4551,59,1,365
4551,59,1,437
4551,59,9,713
4552,59,2,2
4552,59,8,436
4552,59,2,437
4552,59,1,571
4553,59,2,55
4553,59,1,101
4553,59,8,483
4553,59,1,571
4553,59,1,990
4554,59,1,404
4555,59,1,95
4555,59,1,433
4555,59,1,812
4556,59,8,540
4557,59,8,500
4557,59,1,600
4557,59,1,616
4558,59,1,355
4558,59,1,367
4558,59,1,625
4559,59,1,56
4559,59,1,70
4559,59,1,325
4560,59,8,436
4560,59,8,760
4561,59,1,31
4561,59,1,58
4561,59,1,404
4561,59,1,451
4561,59,1,615
4561,59,1,940
4562,59,1,339
4562,59,1,372
4562,59,1,471
4562,59,1,694
4563,59,8,490
4563,59,1,690
4564,59,1,339
4564,59,1,475
4565,59,1,57
4565,59,1,100
4565,59,1,165
4565,59,1,560
4565,59,1,600
4565,59,1,970
4566,59,1,100
4566,59,1,771
4567,59,1,42
4567,59,1,223
4567,59,9,626
4568,59,1,349
4568,59,1,403
4568,59,1,616
4568,59,1,663
4569,59,1,380
4569,59,1,516
4570,59,1,94
4572,59,1,20
4572,59,1,115
4572,59,1,390
4572,59,1,571
4572,59,1,696
4572,59,1,816
4573,59,1,41
4573,59,1,373
4573,59,1,625
4573,59,8,701
4573,59,1,850
4574,59,1,40
4574,59,1,433
4574,59,1,500
4574,59,1,910
4575,59,1,31
4575,59,1,403
4575,59,1,571
4576,59,1,60
4576,59,1,625
4576,59,1,645
4577,59,1,93
4577,59,1,155
4577,59,9,713
4578,59,2,305
4578,59,2,360
4578,59,2,373
4578,59,1,540
4578,59,1,560
4578,59,1,571
4578,59,1,580
4579,59,1,402
4579,59,1,704
4580,59,2,702
4580,59,1,703
4581,59,1,205
4581,59,1,510
4581,59,1,710
4582,59,1,40
4582,59,1,355
4582,59,1,560
4582,59,1,651
4583,59,1,130
4583,59,1,640
4584,59,1,40
4584,59,1,331
4584,59,1,371
4584,59,1,439
4584,59,9,626
4585,59,1,433
4585,59,2,471
4585,59,1,520
4585,59,1,835
4585,59,8,946
4585,59,3,987
4586,59,2,42
4586,59,1,165
4586,59,2,210
4586,59,2,317
4587,59,2,317
4587,59,1,775
4588,59,1,452
4588,59,8,652
4588,59,1,770
4588,59,1,816
4589,59,1,155
4589,59,1,223
4589,59,1,290
4589,59,1,338
4589,59,1,740
4589,59,8,811
4591,59,3,2
4591,59,8,54
4591,59,1,625
4591,59,1,850
4592,59,1,51
4592,59,1,165
4592,59,1,483
4592,59,9,626
4593,60,1,232
4593,60,1,510
4593,60,8,591
4594,60,1,380
4594,60,1,620
4595,60,1,316
4595,60,1,325
4595,60,8,760
4595,60,1,850
4596,60,1,370
4596,60,1,434
4596,60,1,436
4596,60,1,615
4596,60,1,679
4596,60,2,732
4596,60,1,780
4597,60,1,160
4597,60,1,230
4597,60,8,483
4597,60,1,590
4597,60,2,620
4597,60,1,781
4598,60,8,701
4598,60,1,703
4598,60,2,850
4598,60,8,946
4599,60,1,94
4599,60,1,553
4599,60,8,935
4600,60,1,31
4600,60,1,94
4600,60,2,211
4600,60,2,350
4600,60,2,640
4600,60,2,983
4601,60,1,223
4601,60,1,349
4601,60,1,350
4602,60,1,490
4602,60,1,700
4602,60,2,790
4603,60,2,51
4603,60,2,56
4603,60,8,591
4604,60,1,135
4604,60,1,200
4604,60,1,210
4604,60,9,511
4604,60,1,640
4604,60,3,652
4605,60,2,31
4605,60,2,530
4605,60,8,581
4605,60,3,630
4605,60,3,692
4605,60,8,712
4605,60,2,955
4606,60,2,52
4606,60,1,90
4606,60,1,93
4606,60,3,370
4606,60,8,481
4606,60,2,645
4607,60,1,150
4607,60,1,370
4607,60,1,438
4607,60,1,475
4607,60,1,481
4607,60,8,482
4607,60,1,565
4607,60,1,580
4608,60,2,205
4608,60,1,652
4608,60,8,947
4608,60,8,970
4609,60,3,385
4609,60,1,540
4609,60,1,816
4609,60,2,935
4610,60,1,55
4610,60,1,56
4611,60,1,565
4613,60,3,223
4613,60,3,232
4613,60,1,373
4613,60,8,411
4613,60,1,565
4613,60,1,679
4613,60,9,680
4614,60,1,55
4614,60,3,220
4614,60,3,290
4614,60,1,420
4614,60,3,435
4614,60,8,451
4616,60,1,436
4616,60,1,620
4616,60,1,696
4616,60,1,704
4617,60,2,20
4618,60,1,331
4618,60,1,366
4619,60,1,230
4619,60,1,367
4619,60,1,375
4619,60,1,433
4619,60,1,516
4619,60,9,680
4620,60,2,350
4620,60,1,365
4620,60,2,367
4620,60,2,390
4620,60,1,433
4620,60,1,551
4621,60,2,369
4621,60,3,385
4621,60,9,511
4622,60,2,230
4622,60,1,490
4622,60,1,703
4622,60,1,750
4623,60,3,666
4624,60,1,210
4624,60,1,402
4624,60,1,484
4625,60,1,255
4625,60,9,315
4625,60,1,375
4625,60,1,380
4626,60,1,101
4626,60,8,591
4626,60,9,626
4626,60,3,666
4627,60,1,221
4627,60,1,645
4628,60,1,140
4628,60,9,511
4629,60,1,380
4629,60,1,390
4629,60,1,775
4629,60,8,816
4630,60,1,41
4630,60,1,500
4630,60,1,522
4630,60,1,652
4631,60,1,130
4631,60,1,402
4631,60,1,403
4632,60,1,317
4632,60,1,331
4632,60,1,370
4632,60,8,572
4633,60,3,346
4633,60,3,395
4633,60,1,439
4634,60,2,95
4634,60,3,205
4634,60,3,211
4634,60,3,310
4634,60,3,338
4634,60,3,986
4635,60,1,305
4635,60,1,450
4635,60,8,812
4636,60,1,115
4636,60,1,520
4636,60,1,660
4636,60,1,760
4636,60,8,970
4637,60,3,200
4637,60,1,616
4638,60,1,160
4638,60,8,483
4639,60,2,373
4639,60,3,375
4639,60,8,404
4640,60,1,95
4640,60,1,732
4640,60,8,946
4641,60,1,130
4641,60,1,338
4641,60,1,434
4641,60,1,481
4641,60,1,600
4641,60,1,900
4642,60,1,481
4643,60,1,373
4643,60,1,520
4643,60,1,551
4643,60,1,630
4643,60,1,811
4643,60,1,920
4644,60,1,70
4644,60,1,91
4644,60,1,344
4644,60,1,371
4644,60,1,439
4644,60,1,510
4644,60,8,553
4645,60,2,344
4645,60,1,652
4645,60,2,950
4646,60,1,331
4646,60,1,620
4646,60,1,702
4647,60,8,60
4647,60,1,212
4647,60,9,265
4647,60,1,835
4648,60,1,31
4648,60,1,450
4648,60,1,696
4649,60,1,452
4650,60,1,140
4650,60,1,471
4650,60,1,663
4651,60,1,90
4651,60,1,94
4651,60,1,100
4651,60,8,221
4651,60,1,345
4651,60,8,946
4651,60,1,947
4652,60,2,232
4652,60,1,510
4652,60,1,771
4653,60,1,235
4653,60,1,436
4653,60,9,511
4654,60,1,90
4654,60,1,232
4654,60,1,352
4654,60,1,481
4654,60,1,501
4655,60,1,42
4655,60,2,212
4655,60,2,343
4655,60,2,359
4655,60,1,670
4655,60,8,955
4656,60,1,570
4656,60,1,781
4656,60,1,830
4657,60,1,80
4657,60,1,91
4657,60,1,771
4657,60,1,840
4658,60,2,471
4658,60,1,800
4659,60,1,56
4659,60,1,255
4659,60,1,481
4659,60,1,625
4660,60,1,435
4660,60,9,511
4660,60,1,565
4661,60,1,461
4661,60,1,541
4661,60,1,835
4661,60,8,860
4662,60,1,552
4662,60,8,580
4662,60,9,713
4662,60,1,820
4662,60,3,970
4663,60,1,54
4663,60,1,344
4663,60,8,420
4663,60,8,553
4663,60,1,580
4665,60,8,404
4665,60,8,490
4666,60,1,344
4666,60,1,433
4666,60,1,522
4666,60,1,581
4666,60,1,696
4666,60,8,701
4666,60,1,816
4667,61,8,51
4667,61,1,70
4667,61,1,210
4667,61,8,317
4667,61,8,450
4667,61,1,522
4667,61,8,970
4668,61,1,135
4668,61,1,835
4669,61,2,212
4669,61,2,255
4669,61,2,338
4669,61,1,620
4669,61,1,652
4669,61,1,820
4669,61,2,950
4670,61,1,52
4670,61,1,385
4670,61,1,436
4670,61,1,540
4670,61,9,626
4670,61,1,710
4670,61,1,771
4671,61,1,346
4671,61,8,552
4671,61,1,731
4672,61,2,20
4672,61,1,93
4672,61,1,232
4672,61,1,360
4672,61,1,771
4672,61,3,970
4673,61,2,372
4673,61,1,760
4673,61,1,820
4673,61,2,940
4674,61,1,540
4674,61,1,771
4675,61,1,58
4675,61,1,225
4675,61,1,331
4675,61,8,411
4675,61,1,461
4675,61,8,471
4675,61,1,484
4675,61,8,781
4676,61,1,210
4676,61,1,339
4676,61,2,370
4676,61,1,432
4677,61,3,350
4677,61,8,520
4677,61,8,571
4677,61,1,625
4677,61,1,698
4678,61,1,432
4679,61,1,80
4679,61,1,90
4680,61,1,101
4680,61,8,404
4680,61,1,433
4680,61,1,705
4680,61,1,850
4680,61,8,955
4681,61,1,41
4681,61,3,338
4681,61,3,640
4681,61,1,955
4682,61,1,100
4682,61,1,510
4682,61,1,645
4682,61,1,820
4683,61,1,56
4683,61,1,221
4683,61,1,920
4684,61,1,615
4684,61,2,732
4684,61,1,910
4684,61,8,946
4685,61,1,339
4685,61,1,403
4685,61,1,452
4685,61,1,551
4685,61,1,701
4685,61,1,840
4686,61,1,31
4686,61,1,70
4686,61,1,366
4686,61,1,698
4686,61,1,811
4686,61,1,935
4687,61,1,390
4687,61,8,520
4688,61,2,366
4689,61,1,531
4690,61,1,95
4690,61,1,115
4690,61,1,346
4690,61,1,482
4691,61,1,60
4691,61,1,346
4691,61,1,570
4691,61,1,694
4691,61,1,698
4692,61,1,940
4693,61,1,93
4693,61,1,390
4693,61,1,435
4693,61,1,517
4693,61,1,830
4693,61,1,950
4694,61,1,90
4694,61,2,325
4694,61,2,345
4694,61,2,367
4694,61,8,580
4694,61,1,645
4694,61,2,900
4695,61,1,52
4695,61,1,165
4695,61,1,310
